path,relative_path,category,file_size,file_size_human,compressed_size,extension
overrides/global_packs/required_resources/rcr-neoforge/assets/namemc-packs/skinpacks/christmas-alex.cpmmodel,global_packs/required_resources/rcr-neoforge/assets/namemc-packs/skinpacks/christmas-alex.cpmmodel,global_packs,3465,3.38 KB,3198,.cpmmodel
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/r_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/r_key.png,resourcepacks,761,761 B,715,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/dpad_left_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/dpad_left_pressed.png,resourcepacks,317,317 B,327,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/right_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/right_button_pressed.png,resourcepacks,427,427 B,437,.png
overrides/config/modpack_defaults/config/moonrise.yml,config/modpack_defaults/config/moonrise.yml,config,5306,5.18 KB,1872,.yml
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/t_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/t_key_pressed.png,resourcepacks,310,310 B,320,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/dpad_up_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/dpad_up_pressed.png,resourcepacks,330,330 B,340,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/dpad_right_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/dpad_right_pressed.png,resourcepacks,408,408 B,418,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/left_stick_pressed_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/left_stick_pressed_left.png,resourcepacks,602,602 B,585,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/namemc-packs/LICENSE,global_packs/required_resources/rcr-neoforge/assets/namemc-packs/LICENSE,global_packs,20259,19.78 KB,6248,(none)
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/grave_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/grave_key.png,resourcepacks,312,312 B,322,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/7_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/7_key_pressed.png,resourcepacks,323,323 B,333,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/right_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/right_stick_button_pressed.png,resourcepacks,312,312 B,322,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/left_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/left_button_pressed.png,resourcepacks,6855,6.69 KB,1486,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/up_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/up_button_pressed.png,resourcepacks,427,427 B,437,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/right_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/right_button_pressed.png,resourcepacks,384,384 B,394,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/dpad_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/dpad_left.png,resourcepacks,240,240 B,247,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/sd/right_stick_pressed_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/sd/right_stick_pressed_right.png,resourcepacks,267,267 B,277,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/dpad_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/dpad_left.png,resourcepacks,241,241 B,238,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/font/java_hd.json,resourcepacks/Tooltips Enhanced/assets/legacy/font/java_hd.json,resourcepacks,34814,34.00 KB,1273,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/8_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/8_key_pressed.png,resourcepacks,394,394 B,404,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/n_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/n_key.png,resourcepacks,325,325 B,335,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/plus_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/plus_key_pressed.png,resourcepacks,751,751 B,715,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/x_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/x_key_pressed.png,resourcepacks,779,779 B,738,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_trigger_pressed.png,resourcepacks,431,431 B,433,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/right_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/right_key.png,resourcepacks,305,305 B,315,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/left_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/left_stick_button_pressed.png,resourcepacks,450,450 B,457,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/right_stick_pressed_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/right_stick_pressed_right.png,resourcepacks,328,328 B,338,.png
overrides/config/modpack_defaults/config/world-host.json5,config/modpack_defaults/config/world-host.json5,config,53,53 B,51,.json5
overrides/resourcepacks/Fixed Chest Models/assets/cem/ender_chest.jem,resourcepacks/Fixed Chest Models/assets/cem/ender_chest.jem,resourcepacks,699,699 B,264,.jem
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/left_stick_pressed_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/left_stick_pressed_left.png,resourcepacks,289,289 B,297,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/equals_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/equals_key_pressed.png,resourcepacks,364,364 B,374,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/dpad_left_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/dpad_left_pressed.png,resourcepacks,317,317 B,327,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/left_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/left_button.png,resourcepacks,6820,6.66 KB,1456,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/right_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/right_trigger.png,resourcepacks,501,501 B,511,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/basalt-deltas.json,global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/basalt-deltas.json,global_packs,1140,1.11 KB,396,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/s_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/s_key_pressed.png,resourcepacks,397,397 B,407,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/right_bumper_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/right_bumper_pressed.png,resourcepacks,236,236 B,246,.png
overrides/config/modpack_defaults/resource_albums/alpha.json,config/modpack_defaults/resource_albums/alpha.json,config,236,236 B,174,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f10_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f10_key_pressed.png,resourcepacks,779,779 B,740,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/t_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/t_key.png,resourcepacks,748,748 B,708,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/right_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/right_stick_button_pressed.png,resourcepacks,257,257 B,267,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/right_bumper.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/right_bumper.png,resourcepacks,269,269 B,279,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/left_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/left_trigger_pressed.png,resourcepacks,337,337 B,347,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/down_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/down_button.png,resourcepacks,372,372 B,382,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/sd/dpad_right_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/sd/dpad_right_pressed.png,resourcepacks,200,200 B,206,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/namemc-packs/skinpacks/christmas-steve.cpmmodel,global_packs/required_resources/rcr-neoforge/assets/namemc-packs/skinpacks/christmas-steve.cpmmodel,global_packs,3221,3.15 KB,2950,.cpmmodel
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/dpad_down.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/dpad_down.png,resourcepacks,237,237 B,246,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/left_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/left_trigger_pressed.png,resourcepacks,357,357 B,367,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/dpad_up.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/dpad_up.png,resourcepacks,291,291 B,294,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/namemc-packs/skinpacks/festive-steve.cpmmodel,global_packs/required_resources/rcr-neoforge/assets/namemc-packs/skinpacks/festive-steve.cpmmodel,global_packs,5245,5.12 KB,4937,.cpmmodel
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/down_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/down_button.png,resourcepacks,6822,6.66 KB,1459,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/left_bumper.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/left_bumper.png,resourcepacks,348,348 B,296,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/start_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/start_button.png,resourcepacks,287,287 B,297,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/o_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/o_key.png,resourcepacks,745,745 B,704,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/right_bumper.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/right_bumper.png,resourcepacks,6707,6.55 KB,1313,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/right_bumper_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/right_bumper_pressed.png,resourcepacks,6711,6.55 KB,1318,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f8_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f8_key_pressed.png,resourcepacks,395,395 B,405,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/mouse_scroll_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/mouse_scroll_button_pressed.png,resourcepacks,615,615 B,625,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/left_stick_pressed_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/left_stick_pressed_left.png,resourcepacks,525,525 B,535,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/left_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/left_stick_button.png,resourcepacks,679,679 B,689,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/dotdotdot_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/dotdotdot_pressed.png,resourcepacks,356,356 B,363,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/right_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/right_stick_button.png,resourcepacks,483,483 B,493,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/left_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/left_stick_button_pressed.png,resourcepacks,470,470 B,480,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/dpad_up_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/dpad_up_pressed.png,resourcepacks,330,330 B,340,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/voicechat/textures/icons/speaker_whisper.png,global_packs/required_resources/rcr-neoforge/assets/voicechat/textures/icons/speaker_whisper.png,global_packs,202,202 B,212,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/end_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/end_key.png,resourcepacks,370,370 B,380,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/dpad_right_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/dpad_right_pressed.png,resourcepacks,254,254 B,264,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/left_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/left_button.png,resourcepacks,416,416 B,426,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/dpad_right_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/dpad_right_pressed.png,resourcepacks,286,286 B,293,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/touchpad.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/touchpad.png,resourcepacks,299,299 B,309,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/right_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/right_button_pressed.png,resourcepacks,4360,4.26 KB,1815,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/right_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/right_key_pressed.png,resourcepacks,391,391 B,401,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/left_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/left_trigger.png,resourcepacks,261,261 B,271,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_sr_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_sr_button.png,resourcepacks,265,265 B,275,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/sd/left_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/sd/left_stick_button.png,resourcepacks,260,260 B,269,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/dpad_down_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/dpad_down_pressed.png,resourcepacks,228,228 B,237,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/q_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/q_key_pressed.png,resourcepacks,766,766 B,729,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/dpad_down.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/dpad_down.png,resourcepacks,268,268 B,278,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/delete_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/delete_key_pressed.png,resourcepacks,401,401 B,411,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/down_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/down_button_pressed.png,resourcepacks,461,461 B,471,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/up_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/up_button_pressed.png,resourcepacks,360,360 B,370,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/defaultwide/lang/en_us.json,global_packs/required_resources/rcr-neoforge/assets/defaultwide/lang/en_us.json,global_packs,814,814 B,170,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/dpad_down.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/dpad_down.png,resourcepacks,283,283 B,293,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/intro/loading.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/intro/loading.png,global_packs,438,438 B,213,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f2_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f2_key.png,resourcepacks,781,781 B,737,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/backspace_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/backspace_key.png,resourcepacks,301,301 B,311,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/p_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/p_key_pressed.png,resourcepacks,323,323 B,333,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/raids.json,global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/raids.json,global_packs,637,637 B,235,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/dpad_up_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/dpad_up_pressed.png,resourcepacks,239,239 B,238,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/guide_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/guide_button.png,resourcepacks,297,297 B,297,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/insert_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/insert_key_pressed.png,resourcepacks,405,405 B,415,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/c_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/c_key.png,resourcepacks,309,309 B,319,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/left_bumper.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/left_bumper.png,resourcepacks,356,356 B,366,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/right_mouse.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/right_mouse.png,resourcepacks,484,484 B,494,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/special_key_base.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/special_key_base.png,resourcepacks,350,350 B,360,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/dpad_left_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/dpad_left_pressed.png,resourcepacks,318,318 B,328,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/dpad_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/dpad_left.png,resourcepacks,6703,6.55 KB,1315,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/dpad_right_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/dpad_right_pressed.png,resourcepacks,338,338 B,348,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/left_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/left_button_pressed.png,resourcepacks,6754,6.60 KB,1374,.png
overrides/config/modpack_defaults/resource_albums/cartoon.json,config/modpack_defaults/resource_albums/cartoon.json,config,477,477 B,228,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/up_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/up_button_pressed.png,resourcepacks,269,269 B,278,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/down_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/down_button_pressed.png,resourcepacks,374,374 B,378,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/left_stick_pressed_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/left_stick_pressed_right.png,resourcepacks,392,392 B,402,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/down_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/down_button_pressed.png,resourcepacks,6814,6.65 KB,1444,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/up_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/up_button.png,resourcepacks,716,716 B,726,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/delete_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/delete_key.png,resourcepacks,762,762 B,713,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/right_control_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/right_control_key_pressed.png,resourcepacks,426,426 B,436,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/semicolon_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/semicolon_key.png,resourcepacks,744,744 B,704,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/up_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/up_button_pressed.png,resourcepacks,6891,6.73 KB,1539,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/dpad_down.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/dpad_down.png,resourcepacks,6767,6.61 KB,1390,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/g_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/g_key.png,resourcepacks,769,769 B,720,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/left_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/left_button_pressed.png,resourcepacks,259,259 B,269,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/font/mojangles_11.ttf,resourcepacks/Tooltips Enhanced/assets/legacy/font/mojangles_11.ttf,resourcepacks,40420,39.47 KB,10589,.ttf
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/delete_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/delete_key_pressed.png,resourcepacks,776,776 B,738,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f11_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f11_key_pressed.png,resourcepacks,394,394 B,404,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/a_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/a_key.png,resourcepacks,314,314 B,324,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/dpad_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/dpad_right.png,resourcepacks,255,255 B,265,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/right_stick_pressed_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/right_stick_pressed_left.png,resourcepacks,396,396 B,406,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/dpad_right_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/dpad_right_pressed.png,resourcepacks,548,548 B,558,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f4_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f4_key.png,resourcepacks,762,762 B,723,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/right_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/right_trigger.png,resourcepacks,277,277 B,287,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/up_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/up_button.png,resourcepacks,6938,6.78 KB,1591,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/dpad_left_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/dpad_left_pressed.png,resourcepacks,337,337 B,347,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/right_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/right_stick_button_pressed.png,resourcepacks,316,316 B,326,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/dpad_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/dpad_right.png,resourcepacks,4341,4.24 KB,1797,.png
