path,relative_path,category,file_size,file_size_human,compressed_size,extension
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/warped-forest.json,global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/warped-forest.json,global_packs,1140,1.11 KB,398,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/up_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/up_button.png,resourcepacks,492,492 B,502,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/right_bumper.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/right_bumper.png,resourcepacks,420,420 B,430,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_stick.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/right_stick.png,resourcepacks,612,612 B,567,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/scaffolding.json,global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/scaffolding.json,global_packs,914,914 B,298,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/down_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/down_button_pressed.png,resourcepacks,368,368 B,378,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/dpad_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/dpad_right.png,resourcepacks,346,346 B,356,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/super_mario/comparison.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/super_mario/comparison.png,global_packs,85714,83.71 KB,85749,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/font/steam.json,resourcepacks/Tooltips Enhanced/assets/legacy/font/steam.json,resourcepacks,10229,9.99 KB,510,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/1_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/1_key_pressed.png,resourcepacks,318,318 B,328,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f10_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f10_key_pressed.png,resourcepacks,333,333 B,343,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/period_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/period_key.png,resourcepacks,291,291 B,299,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/right_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/right_trigger.png,resourcepacks,283,283 B,293,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/5_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/5_key_pressed.png,resourcepacks,782,782 B,738,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/mouse_scroll.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/mouse_scroll.png,resourcepacks,509,509 B,519,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/left_shift_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/left_shift_key_pressed.png,resourcepacks,419,419 B,429,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/left_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/left_stick_button.png,resourcepacks,462,462 B,472,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/left_stick.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/left_stick.png,resourcepacks,4523,4.42 KB,1981,.png
overrides/config/modpack_defaults/config/enhanced_bes.properties,config/modpack_defaults/config/enhanced_bes.properties,config,59,59 B,43,.properties
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/egyptian/comparison.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/egyptian/comparison.png,global_packs,85110,83.12 KB,85145,.png
overrides/resourcepacks/Clean World Loading/assets/legacy/lang/en_ud.json,resourcepacks/Clean World Loading/assets/legacy/lang/en_ud.json,resourcepacks,288,288 B,125,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/unknown.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/unknown.png,resourcepacks,264,264 B,271,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/dpad_down.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/dpad_down.png,resourcepacks,306,306 B,316,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/dpad_down_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/dpad_down_pressed.png,resourcepacks,4341,4.24 KB,1796,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f1_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f1_key.png,resourcepacks,399,399 B,409,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/i_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/i_key_pressed.png,resourcepacks,313,313 B,323,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/special_key_base.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/special_key_base.png,resourcepacks,455,455 B,465,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/unrecognized_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/unrecognized_key_pressed.png,resourcepacks,516,516 B,526,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/right_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/right_trigger_pressed.png,resourcepacks,252,252 B,262,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/furnace.json,global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/furnace.json,global_packs,4586,4.48 KB,1098,.json
overrides/global_packs/required_resources/rcr-neoforge/assets/defaultslim/skinpacks/1/slimsunny.cpmmodel,global_packs/required_resources/rcr-neoforge/assets/defaultslim/skinpacks/1/slimsunny.cpmmodel,global_packs,9992,9.76 KB,8590,.cpmmodel
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/h_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/h_key.png,resourcepacks,386,386 B,396,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/special_key_base_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/special_key_base_pressed.png,resourcepacks,349,349 B,359,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/back_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/back_button.png,resourcepacks,272,272 B,282,.png
overrides/config/modpack_defaults/config/legacy/common.json,config/modpack_defaults/config/legacy/common.json,config,90,90 B,78,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/9_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/9_key_pressed.png,resourcepacks,757,757 B,714,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/tab_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/tab_key.png,resourcepacks,315,315 B,325,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/start_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/start_button.png,resourcepacks,285,285 B,295,.png
overrides/resourcepacks/Clean World Loading/assets/legacy/lang/en_gb.json,resourcepacks/Clean World Loading/assets/legacy/lang/en_gb.json,resourcepacks,288,288 B,125,.json
overrides/resourcepacks/Clean World Loading/assets/legacy/lang/tr_tr.json,resourcepacks/Clean World Loading/assets/legacy/lang/tr_tr.json,resourcepacks,100,100 B,75,.json
overrides/resourcepacks/Clean World Loading/pack.png,resourcepacks/Clean World Loading/pack.png,resourcepacks,131490,128.41 KB,131316,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/9_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/9_key.png,resourcepacks,317,317 B,327,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/left_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/left_button.png,resourcepacks,303,303 B,313,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/capture_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/capture_button.png,resourcepacks,279,279 B,288,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/pattern/comparison.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/pattern/comparison.png,global_packs,89649,87.55 KB,89684,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/mouse_scroll_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/mouse_scroll_button_pressed.png,resourcepacks,406,406 B,416,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/dpad_up.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/dpad_up.png,resourcepacks,260,260 B,270,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/dpad_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/dpad_left.png,resourcepacks,338,338 B,342,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/unknown.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/unknown.png,resourcepacks,427,427 B,437,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/start_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/start_button_pressed.png,resourcepacks,278,278 B,288,.png
overrides/global_packs/required_resources/Panorama/pack.png,global_packs/required_resources/Panorama/pack.png,global_packs,3178,3.10 KB,3058,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/intro/xbox.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/intro/xbox.png,global_packs,11999,11.72 KB,9854,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/master_chief/comparison.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/master_chief/comparison.png,global_packs,84019,82.05 KB,84054,.png
overrides/resourcepacks/Clean World Loading/assets/legacy/lang/pt_pt.json,resourcepacks/Clean World Loading/assets/legacy/lang/pt_pt.json,resourcepacks,100,100 B,75,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f9_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f9_key.png,resourcepacks,318,318 B,328,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/right_stick_pressed_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/right_stick_pressed_right.png,resourcepacks,276,276 B,279,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/start_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/start_button_pressed.png,resourcepacks,270,270 B,278,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/right_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/right_trigger_pressed.png,resourcepacks,274,274 B,284,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/namemc-packs/christmas20242.png,global_packs/required_resources/rcr-neoforge/assets/namemc-packs/christmas20242.png,global_packs,5970,5.83 KB,5980,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/tab_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/tab_key_pressed.png,resourcepacks,393,393 B,403,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/left_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/left_trigger_pressed.png,resourcepacks,220,220 B,228,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/up_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/up_button.png,resourcepacks,399,399 B,409,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/dpad_left_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/dpad_left_pressed.png,resourcepacks,322,322 B,332,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/left_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/left_trigger_pressed.png,resourcepacks,239,239 B,249,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/right_stick_pressed_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/right_stick_pressed_left.png,resourcepacks,903,903 B,884,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/i_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/i_key.png,resourcepacks,757,757 B,707,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/s_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/s_key.png,resourcepacks,771,771 B,721,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f5_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/f5_key.png,resourcepacks,320,320 B,330,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/right_control_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/right_control_key_pressed.png,resourcepacks,445,445 B,455,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/dpad_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/dpad_left.png,resourcepacks,336,336 B,346,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/dpad_left_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/dpad_left_pressed.png,resourcepacks,277,277 B,287,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/minus_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/minus_key.png,resourcepacks,736,736 B,686,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/right_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/right_stick_button_pressed.png,resourcepacks,331,331 B,341,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/right_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/right_trigger.png,resourcepacks,303,303 B,313,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/guide_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/guide_button.png,resourcepacks,261,261 B,268,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/left_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/left_trigger.png,resourcepacks,479,479 B,489,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/dpad_right_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/dpad_right_pressed.png,resourcepacks,322,322 B,332,.png
